model_id,l1_mean,l1_var,l1_skew,l1_kurtosis,l1_l2_norm,l1_max_amp,l2_mean,l2_var,l2_skew,l2_kurtosis,l2_l2_norm,l2_max_amp,l3_mean,l3_var,l3_skew,l3_kurtosis,l3_l2_norm,l3_max_amp,quality_class
model_0113,0.0014749249,0.0008824283,-0.82310563,8.66022,13.324541,0.3275949,-0.0065586586,0.004188484,0.09763212,0.47465205,11.775304,0.28403115,1.1397153e-05,0.08154664,0.08145231,-1.2609241,10.216639,0.67630094,labs
model_0114,0.45554465,0.14684393,-1.9614439,2.6923976,266.68777,1.3663898,-0.14656046,0.2510844,0.47964174,-1.3615497,94.50602,1.1808108,0.1701884,0.2117161,-0.45334855,-1.0683246,17.55194,1.0944942,slikts
model_0115,-0.0009883806,0.00048341116,-0.0018678302,-0.8458345,9.859949,0.09593007,0.0018394472,0.0016518845,0.051381387,-0.7868688,7.364769,0.14184293,-0.0003605956,0.012016863,-0.02862428,-0.24780893,3.9219575,0.35242218,vidējs
model_0116,-2.8875278e-05,0.00042218657,-0.001104148,-1.1989235,9.205145,0.03718127,-0.00010320127,0.0012977256,0.0026888598,-1.2009954,6.52106,0.06430276,-0.001712266,0.0025047215,0.050889485,-1.1579782,1.7915905,0.09308187,slikts
model_0117,0.00028133814,0.0007127553,0.005959257,0.09011865,11.961132,0.10928835,-0.0018996567,0.0018782186,0.013604839,-0.8486426,7.852625,0.114587605,-0.00019191978,0.0034550738,-0.102182366,-1.0901747,2.102984,0.12915917,slikts
model_0118,-0.0012091339,0.00044803272,0.007568428,-1.0292774,9.498176,0.07611002,0.0015480043,0.0014721418,0.043627337,-1.0175081,6.951091,0.12966661,-0.0009791878,0.0075944313,0.087669045,-0.31540394,3.1180282,0.3137989,vidējs
model_0119,0.00012131874,0.0012521883,0.023044389,2.1657872,15.853141,0.41002557,0.00040725002,0.0060929814,-0.017779902,0.10669422,14.130119,0.35489002,-0.0010367187,0.15057577,-0.022480777,-0.7608888,13.883024,1.110067,labs
model_0120,0.0106939,0.3604362,-0.035427205,-1.9938835,269.00543,0.63622767,-0.16032721,0.3687632,0.25613356,1.8858504,113.692245,5.793901,0.10593984,0.22766438,-0.49155965,-1.3159888,17.486458,0.9110031,slikts
model_0121,0.00026192667,0.0003908938,-0.62179786,31.466564,8.858194,0.36679858,0.001799179,0.0011095922,0.40223137,11.603652,6.0386405,0.32541993,-0.01018201,0.021629078,-0.4633676,0.33246875,5.27427,0.5107018,labs
model_0122,0.0045824395,0.007021816,-0.028174663,8.176282,37.596806,0.9089147,-0.003729276,0.009107402,-0.48886967,3.1946797,17.28835,0.6855436,-0.027344998,0.024816116,-0.8093041,0.8200965,5.7202926,0.6520035,labs
model_0123,-0.0025325033,0.36068425,0.008687314,-1.9950529,269.0578,0.63624173,-0.08654057,0.35454226,0.27333373,-1.8911209,108.917625,1.0206536,0.6397618,0.8046311,-0.24425502,-1.4949948,39.418594,1.7221377,slikts
model_0124,0.0011734694,0.0007636147,-0.25813782,2.848431,12.391,0.20673856,-0.012996356,0.003663142,0.057915263,-0.14809799,11.205736,0.23666933,0.0016929389,0.05676378,-0.16954401,-1.1445093,8.524159,0.5817743,vidējs
model_0125,0.017569348,0.01147749,-3.1332624,90.88616,48.636692,3.1381636,-0.011791817,0.010851377,-1.0074542,10.734851,18.977201,1.094319,-0.004893408,0.016597245,-0.33823708,2.018834,4.6124964,0.66150624,slikts
model_0126,0.0035708158,0.0059526716,-1.1523801,8.998042,34.601784,0.85621756,-0.027904563,0.018676858,0.14533924,0.41036892,25.24913,0.5228912,-0.0571751,0.1413991,-0.34450528,-1.322249,13.607908,0.93065673,labs
model_0127,1.558977e-05,0.00042413748,-0.0009934669,-1.1994513,9.226383,0.035808977,-8.705737e-05,0.0012858056,0.0099753495,-1.1817259,6.4910345,0.06262011,-0.0029127654,0.0026019276,0.051543474,-1.2032297,1.8279296,0.0920492,slikts
model_0128,-5.8333295e-05,0.00044798452,-0.11850513,0.82947636,9.482244,0.14185166,0.0038688413,0.001600874,0.06528116,-0.153692,7.276531,0.16859178,-0.000261292,0.021583602,-0.18120208,-0.7762296,5.256149,0.417459,labs
model_0129,-3.30077e-07,1.0650784e-10,-21.056767,469.49185,0.0046258424,0.00032548257,-0.023165602,0.046619024,-10.643558,131.55034,39.308994,4.1486197,0.1929405,0.46193856,2.802277,10.811245,25.277079,4.9777904,slikts
model_0130,-0.007164182,0.008883364,-2.1229541,21.73596,42.34651,1.2946367,-0.08664365,0.07199232,-1.6706975,9.2015915,51.039566,2.3444748,0.009351945,0.05538579,-0.052374188,1.5194407,8.426491,1.2754079,slikts
model_0131,-2.442735e-05,0.00042541174,0.000824068,-1.1995507,9.240234,0.037737943,-1.4104338e-05,0.0013096328,0.0034835974,-1.2069709,6.550882,0.064820185,-0.002637159,0.002699358,0.09071006,-1.2114992,1.861204,0.09515672,slikts
model_0132,0.0036044118,0.005605288,-1.2199049,15.9756565,33.579906,1.0679964,-0.0243911,0.010081785,-0.49772206,1.7552414,18.704395,0.5495627,-0.0025586863,0.03424974,0.01947184,-0.80292916,6.6217856,0.49089804,labs
model_0133,0.009949147,0.007252405,-2.2792752,47.414043,38.411617,1.8394878,-0.024436805,0.02376545,-0.20158076,12.698255,28.254448,1.5892099,-0.013821505,0.15369609,-0.05755803,-1.103891,14.034797,0.9844242,labs
model_0134,-0.0005859238,0.0004280973,0.0037310247,-1.168704,9.273066,0.0534246,0.0005953505,0.0013313673,0.006627682,-1.1658442,6.6058955,0.08380221,-0.00069960434,0.0036511768,0.052331604,-0.96760654,2.1619742,0.16903104,slikts
model_0135,0.0008559922,0.0036871948,-0.24801014,6.334794,27.206272,0.58838564,0.0004321998,0.011204787,-0.0014728311,0.19386983,19.16154,0.4585121,-0.047814347,0.1473523,-0.23315266,-1.2927102,13.8397,0.9621626,labs
model_0136,-0.03669779,0.08201739,1.1064845,20.187674,129.35025,2.4963353,-0.25625893,0.4184819,-1.1787833,4.4790754,125.95492,4.787067,0.1650941,0.21662405,-0.42174053,14.099001,17.668236,3.1321282,slikts
model_0137,0.00053148903,0.0005689895,-0.59555143,11.002042,10.689017,0.2904271,0.0034255642,0.0014162284,0.061715193,2.024623,6.84043,0.24669781,-0.017812282,0.014204356,-0.26698914,-1.0242883,4.3113446,0.34439906,labs
model_0138,0.0012226916,0.00084660854,-0.36205676,11.243769,13.04675,0.3461358,-0.0020663808,0.0036987027,0.048148457,0.68454957,11.015398,0.31790063,1.7136335e-08,0.09747297,0.36572844,-1.1080873,11.169843,0.8325771,labs
model_0139,-0.0002542845,0.0002862278,-0.20979224,11.295304,7.580238,0.19413503,0.0032754587,0.0011506521,0.14346646,3.4403396,6.1689644,0.2633586,0.00032735645,0.027994791,0.25562954,0.34348726,5.986107,0.5915066,labs
model_0140,0.0014522985,0.0009883146,-0.39421988,8.531576,14.099002,0.3677159,-0.0046576685,0.0035902127,0.044576097,1.0125499,10.8791065,0.29212308,1.7874874e-05,0.08937961,0.5642101,-0.47656536,10.69607,1.0220815,labs
model_0141,-7.014354e-05,0.00042504424,0.0056583607,-1.1953928,9.236289,0.040465776,-0.0005593714,0.0012977554,0.010365541,-1.1942121,6.5218945,0.065964825,-0.00046961466,0.0024940395,-0.0077081765,-1.1632507,1.7867997,0.098334014,slikts
model_0142,0.022772433,0.35948834,-0.077836156,-1.9804294,268.80258,1.0968956,-0.11420562,0.37102187,0.008826009,0.07998133,112.18305,5.282494,0.09863702,0.18911433,-0.3761129,-1.0300473,15.953677,0.91402924,slikts
model_0143,4.0219486e-05,0.00074060913,-0.0093256235,0.44429517,12.191946,0.17734134,0.00010494981,0.0036633606,-0.0036799605,-0.34193063,10.956339,0.23417439,-4.1657688e-05,0.07817135,-0.08641567,-0.83217597,10.002966,0.7406689,vidējs
model_0144,-8.241864e-05,0.00042547952,1.5109509e-05,-1.1961477,9.241037,0.039743733,-0.0002524859,0.0013135886,0.009280574,-1.1995882,6.5609264,0.06837146,0.0021425928,0.0027311102,-0.050137736,-1.2288345,1.8712822,0.10316371,slikts
model_0145,0.00038947773,0.0015883268,-0.05820432,1.8527317,17.85536,0.24514173,0.0001821317,0.007582051,0.0416223,-0.26299596,15.762289,0.28595677,-0.024910275,0.020935174,-0.4055549,-1.0558765,5.2527413,0.38688162,vidējs
model_0146,0.0011950296,0.0010413312,-1.7052475,18.388905,14.46671,0.42734498,-0.004997353,0.001804587,-0.01699859,2.2034464,7.7428055,0.24888754,-0.00030078646,0.01717035,0.18956356,-1.2625333,4.6880875,0.3257521,labs
model_0147,0.00024055228,0.0010281118,-0.23467818,2.7263517,14.365157,0.22898398,0.0028276895,0.003303255,-0.17948416,0.85543466,10.416481,0.2841807,-0.026586095,0.01266369,-0.2945203,-0.9733434,4.1369376,0.32243672,labs
model_0148,0.00887912,0.002079567,0.3532658,33.65707,20.813416,0.8722209,-0.008495893,0.0047406154,-1.4631592,17.70679,12.55809,0.8370706,0.018623527,0.021587277,-0.26896772,0.31121063,5.2986474,0.5604616,vidējs
model_0149,0.00014092833,0.0005280456,-0.006493934,-0.5819733,10.294891,0.10476294,-0.0014673488,0.002084725,0.018323863,-0.637182,8.269391,0.16780561,-0.002761144,0.022128675,-0.019795123,-0.20340347,5.323013,0.48391497,slikts
model_0150,0.0015544132,0.0031526338,-0.33383673,3.6344538,25.164078,0.44526184,-0.0037451219,0.012871103,0.027769908,-0.13928127,20.547993,0.5491148,-0.014517009,0.04278951,-0.14775957,-1.5132113,7.418917,0.41541192,labs
model_0151,0.0022929593,0.0024167139,-0.46048394,4.019377,22.047663,0.5222177,-0.0145393405,0.010529589,0.10445477,0.43395424,18.760609,0.49170002,-0.0015979037,0.17610365,-0.12373993,-1.1035262,15.013859,1.0383595,labs
model_0152,0.0035497495,0.007633366,-0.51986754,3.7974973,39.173656,0.65444595,-0.024711063,0.02960901,-0.062007986,0.35278296,31.468037,0.7093505,-0.034528352,0.058538318,-0.22008935,-1.5103259,8.743859,0.54670805,labs
model_0153,-8.658719e-05,0.00042416053,-0.0026311835,-1.1933806,9.226708,0.04167636,3.1907097e-05,0.001302201,0.0036587194,-1.1908756,6.5322704,0.07572801,-0.000840671,0.00284581,0.021954445,-1.2248276,1.9088063,0.116587415,slikts
model_0154,0.00022957523,0.000552568,-0.11200633,-0.14130735,10.531531,0.15155339,0.0028730053,0.0018555257,0.11293476,-0.5293751,7.8148785,0.1663668,-0.0005463603,0.017309107,-0.0196478,-1.0632699,4.7070203,0.31964272,vidējs
model_0155,0.00010833274,0.00086309394,-0.030582678,0.28444076,13.161641,0.117497385,-0.001522495,0.0022928074,0.019464288,-0.74406314,8.672177,0.12634547,-0.0027724376,0.004453669,-0.10548504,-1.0852535,2.3896725,0.14378837,slikts
model_0156,-0.002414492,0.00046395697,0.034248874,-0.47021413,9.710202,0.079630725,0.0027753029,0.0012592714,0.023326794,-0.48272634,6.443306,0.09836749,-0.0033872381,0.0035748861,-0.066744655,-0.8345411,2.1425545,0.13588996,vidējs
model_0157,0.03285783,0.10538887,1.2834072,9.573003,146.18028,2.2505329,-0.21905276,0.5368016,-0.5250782,5.8780403,138.42776,3.7085176,0.29162717,0.377728,-0.46699283,7.16934,24.338268,3.34004,slikts
model_0158,0.013741596,0.039851893,0.06685084,18.066362,89.64554,2.5538843,-0.019182105,0.028236184,-1.2565827,6.6860657,30.615362,1.8253431,-0.19127445,0.061301302,-1.3843635,4.1825767,11.193554,1.8576564,labs
model_0159,0.0018854925,0.0010078171,-0.46670467,10.563956,14.2473345,0.3645427,-0.0052337954,0.0036814043,0.08083495,0.43403983,11.024058,0.2665846,1.0430813e-08,0.091729335,0.753347,-0.7476454,10.835753,0.8807389,labs
model_0160,0.0002628295,0.00095226185,-0.01850134,0.40039492,13.825216,0.11853318,-0.0014932168,0.0027649824,0.005614196,-0.6988702,9.522395,0.13301852,-0.004960938,0.005289412,-0.0832282,-1.1137441,2.6080549,0.15561512,slikts
model_0161,-9.980083e-05,0.00042593328,0.0035461679,-1.2038838,9.245998,0.035869546,0.00018746319,0.001296195,-0.008145682,-1.1923158,6.517275,0.06289891,0.0020542084,0.0026259434,-0.09326713,-1.1943946,1.8348321,0.09272808,slikts
model_0162,-2.527134e-05,0.00042226387,0.0041083083,-1.1999238,9.205984,0.038890634,-0.00040273287,0.001294561,-0.0024187386,-1.1970893,6.513485,0.06445062,0.0018858842,0.0022442858,-0.04056918,-1.2203649,1.6962425,0.08607123,slikts
model_0163,-1.0772988e-05,0.00042512364,-0.0011697568,-1.1987966,9.237099,0.036087852,-0.0002552763,0.0012909259,0.0019833152,-1.1868508,6.504091,0.062854536,-0.00094518706,0.002502095,0.0065296814,-1.1442474,1.7899232,0.09663257,slikts
model_0164,3.6057245e-05,0.0004165765,-0.0030771757,-1.1951721,9.143786,0.04118569,-0.0004464993,0.0012711307,0.0014164608,-1.1838032,6.454374,0.06662801,0.00156966,0.0025085262,0.0021832807,-1.2096903,1.7927821,0.10036708,slikts
model_0165,0.00021231285,0.00045792427,-0.94035,6.625535,9.5872965,0.23236999,0.0028353618,0.0013942404,0.24608053,0.6469934,6.7786355,0.17709817,-0.0011071009,0.027985875,0.023689138,-1.2567649,5.9852724,0.4570184,labs
model_0166,0.030465983,0.35957703,-0.10192904,-1.9846853,268.98856,0.6362441,-0.2200521,0.38607526,-0.18366714,3.571085,119.32158,6.3728623,0.06689684,0.22994742,-0.19875671,-1.3845352,17.322268,0.906011,slikts
model_0167,0.00030224002,0.0015918912,0.024084117,4.5773344,17.875048,0.43106943,-0.00018274575,0.0076923566,0.019356115,0.39717913,15.876532,0.42436144,-0.0005317759,0.20448796,0.029709052,-0.8374419,16.178534,1.2423189,labs
model_0168,0.002239617,0.004260099,-0.052252017,46.627583,29.257906,1.3723515,-0.0037507983,0.0064581204,-1.4760351,16.44963,14.562989,0.8757615,-0.07284118,0.026418101,-0.45209327,-0.163625,6.372334,0.6730797,labs
model_0169,1.988435e-05,0.0004254655,0.00061490876,-1.2008452,9.240817,0.035739087,-0.00020067337,0.0013178249,0.009407347,-1.2110659,6.5714383,0.06262969,0.0015851501,0.002705237,-0.06209952,-1.2336619,1.861698,0.09138319,slikts
model_0170,-0.00020241692,0.00045636747,0.011038452,-1.0020292,9.570943,0.07881494,0.0025680761,0.0014788789,0.048314657,-0.9803035,6.9768195,0.116662584,-3.1295418e-05,0.0074187764,0.12687169,-0.78810334,3.0815637,0.20383303,vidējs
model_0171,0.00033876297,0.0009871753,-0.47965944,3.0493708,14.076684,0.24285756,0.001979243,0.0039326157,-0.10435809,1.1869755,11.357479,0.31848052,-0.032073352,0.016152585,-0.3974894,-1.039658,4.689568,0.36078972,labs
model_0172,-0.00071415585,0.0009148663,0.014610871,2.1003356,13.554319,0.25139838,0.003773034,0.0026084615,-0.071415626,1.3464546,9.270412,0.33576256,-0.009531133,0.008089023,-0.33115572,-0.46216488,3.2357728,0.27399027,labs
model_0173,-0.00024525792,0.0004278071,-0.008731847,-1.1817219,9.266859,0.0497346,0.00047078385,0.0013177106,-0.0030982406,-1.1799283,6.571606,0.08179798,0.000107191285,0.0031135832,-0.0038751462,-1.0313944,1.996347,0.15131775,slikts
model_0174,-0.00011306955,0.00059712847,-0.06753988,-0.17259932,10.947538,0.12929535,0.004733341,0.0022642883,-0.030094905,-0.41994667,8.656232,0.17284273,-0.0145847825,0.0072031543,-0.19162613,-1.0883751,3.0809596,0.23768967,vidējs
model_0175,0.0005673825,0.00076030695,-1.3486438,11.591758,12.35558,0.2978147,-0.00017640575,0.0014627294,0.16498648,0.75778484,6.923274,0.17017199,-1.808023e-05,0.022145476,0.08066188,-1.5005614,5.324116,0.31315598,labs
model_0176,-0.00046977386,0.00042016545,-0.0028498382,-1.1576304,9.185486,0.042779632,0.001168552,0.0012740283,-0.007253416,-1.1594533,6.4646816,0.07028817,0.0024087213,0.0027383033,-0.06391548,-1.2167113,1.8741544,0.09530416,slikts
model_0177,0.0097203385,0.02244141,-1.1646751,50.935066,67.25357,3.70187,-0.041698344,0.11514184,-1.2707758,48.88515,61.886536,5.0227146,-0.027839577,0.09635589,-0.7679738,1.4882221,11.1502285,1.5434499,vidējs
model_0178,5.4276697e-06,0.00042621602,0.0015591702,-1.2008837,9.248959,0.038797945,-0.00021173293,0.00131813,0.01485482,-1.2119994,6.5722103,0.064657845,0.00012777084,0.0025926337,-0.017862357,-1.169779,1.8217003,0.09616649,slikts
model_0179,-0.00588975,0.0067769266,-0.96630204,10.045432,36.974545,0.5219864,-0.08220261,0.035993613,-1.9516586,11.568338,37.428074,1.5799634,0.010186238,0.06350092,-0.051613376,5.3217525,9.02297,1.421422,slikts
model_0180,0.45855784,0.14328638,-2.1809301,3.4952235,266.38556,1.3840802,-0.19229123,0.28105852,0.68506056,-1.1966673,102.08503,3.353485,0.17943212,0.22857527,-0.5536439,-0.5007782,18.26984,2.3439283,slikts
model_0181,0.0015462938,0.003326403,-0.27074626,2.7796373,25.84767,0.49225998,-0.0048018843,0.01749529,0.020644708,0.36364293,23.959156,0.6020506,-0.03471499,0.049254768,-0.29443514,-1.3120177,8.036708,0.59334344,labs
model_0182,0.0017957686,0.0013545951,-0.29407403,2.7565932,16.508173,0.37177524,-0.010335773,0.006147805,0.054530848,0.06540418,14.316138,0.37479255,-0.00046671293,0.10692916,-0.14669305,-1.0907806,11.699128,0.786258,labs
model_0183,0.0055244034,0.004972832,-0.26319844,9.920054,31.688988,0.83309984,-0.009057983,0.0055674207,-0.46479836,2.6817226,13.605945,0.55971754,-0.02431661,0.011812955,-0.51185524,0.06945348,3.9846509,0.39776,labs
model_0184,0.05122366,0.037641138,-3.8845088,226.84407,89.89625,6.552366,-0.0040231664,0.0013734108,-4.4106755,80.77776,6.7479115,0.9509074,-0.00974575,0.03710644,0.20724721,3.9571314,6.9005666,0.9154133,slikts
model_0185,-0.01737762,0.36028466,0.05798725,-1.9917789,269.01892,0.6362335,-0.18103477,0.3682074,-0.0050116084,1.0665994,114.62699,4.432555,0.14104012,0.20639816,-0.59454674,-1.0316447,17.019161,0.9086423,slikts
model_0186,-0.0024126244,0.00051458535,0.043121323,-0.63221574,10.219958,0.080418654,0.0028082128,0.0014278754,0.010363431,-0.7436414,6.8590837,0.1044349,-0.0043314816,0.00394317,-0.06777834,-1.0322971,2.2519486,0.13859062,vidējs
model_0187,0.0021638395,0.0017284089,-0.36023125,3.0704327,18.650421,0.4025303,-0.024932802,0.0071617537,0.05893603,-0.12694669,15.970173,0.34611493,0.00029040128,0.09862481,-0.1842726,-1.147179,11.235652,0.6952069,vidējs
model_0188,9.4907875e-05,0.00044829817,-0.10931097,-0.09456396,9.485621,0.12129359,0.0035193413,0.0016644481,0.117951885,-0.37777615,7.412591,0.15483122,0.0010269018,0.018745547,0.016833168,-1.1834524,4.8985357,0.31381124,labs
model_0189,0.0019483075,0.0014328756,-0.32264853,2.540626,16.980742,0.301175,-0.019327201,0.006397123,0.058103528,-0.1867683,14.895002,0.2937928,0.00097200164,0.08682539,-0.32991195,-1.0585908,10.542188,0.7180629,vidējs
model_0190,0.000936558,0.00078728277,-0.077688776,0.6647899,12.577235,0.17889392,-0.009529074,0.0035472615,0.015204898,-0.41409636,10.918429,0.20883912,0.00061292236,0.047709968,-0.27670646,-0.74686575,7.8146815,0.6013253,vidējs
model_0191,-0.00021933777,0.0004335732,-0.00024496714,-1.1363235,9.328963,0.06187834,0.0016922893,0.0013525594,0.010204058,-1.1334718,6.6644216,0.09535587,0.0018313087,0.004158383,0.082685314,-0.81470037,2.3080344,0.17462611,slikts
model_0192,0.0068342686,0.075537674,-1.2347921,38.76265,123.1668,5.1827602,-0.0695356,0.22285187,-0.42884,14.503017,86.37621,5.032697,-0.050065435,0.13830939,-0.25109836,-0.2276783,13.425512,1.3982526,vidējs
model_0193,0.015554489,0.007367923,-1.4731272,47.454044,39.081062,1.8308698,-0.026644323,0.016681489,-2.0224512,19.685852,23.872196,1.3546702,0.0020784487,0.07629856,-0.080736026,0.7237797,9.882696,1.3399053,labs
model_0194,-7.663744e-06,0.0004269703,-0.0011025224,-1.2038217,9.25714,0.035834223,0.00016678042,0.0013023757,-0.010830016,-1.1912327,6.532776,0.0627736,0.00197577,0.0024886394,-0.04037316,-1.191707,1.7861845,0.09213404,slikts
model_0195,0.39961272,0.5793933,1.9204247,3.5017552,385.1454,5.247542,-0.09166678,0.26617622,-4.7972946,26.769045,94.854645,4.741241,1.5353173,4.3248544,0.25416628,-0.051119804,92.48258,8.752668,slikts
model_0196,0.0051336996,0.0029080517,0.44767678,30.16877,24.268248,1.1115983,-0.03264029,0.013714952,5.244253,87.892105,22.007322,2.3716204,-0.0014593785,0.03275672,0.22905734,2.930891,6.4754405,0.72222304,slikts
model_0197,9.2630966e-05,0.0004240359,-0.008266962,-1.1931418,9.2253685,0.0378462,-0.00024951773,0.0013132903,0.0025796895,-1.2052983,6.5601783,0.063843295,-0.00043966435,0.002597433,-0.011997831,-1.1609311,1.8234477,0.10073877,slikts
model_0198,-0.0006506493,0.00094681315,0.012520453,3.9204555,13.788188,0.29835337,0.004802273,0.0034315868,-0.11437954,1.6637602,10.639639,0.37287745,-0.017892133,0.015912583,-0.4289277,-0.31446266,4.558275,0.41010654,labs
model_0199,0.00056287297,0.001059094,-2.3743036,27.90379,14.581757,0.51019716,-0.0056837006,0.0017086901,-0.21464773,3.5709157,7.5530725,0.24212012,-2.7753412e-08,0.01791914,0.23162358,-1.2686514,4.7892065,0.34700513,vidējs
model_0200,0.4490987,0.16253896,-2.0907295,2.792684,270.37405,1.3895425,-0.12332808,0.3076607,0.42031023,-1.661517,102.85826,1.1851968,0.27473176,0.24001472,-0.85016894,-0.03885889,20.095524,1.3237402,slikts
model_0201,-8.400211e-06,0.00042575723,0.0028490273,-1.202611,9.243978,0.037222285,-0.00018261996,0.0013018972,-0.009589686,-1.1962824,6.53159,0.063448526,-1.3352512e-05,0.002417524,0.021409921,-1.2352016,1.7590996,0.089584984,slikts
model_0202,0.004765151,0.0055177487,-0.43264285,23.375532,33.34652,1.1639686,-0.0026767682,0.017816152,-0.19132447,7.526246,24.166801,1.0642672,-0.030745277,0.09645865,-0.12885599,-0.989774,11.165886,0.78581196,vidējs
model_0203,0.0018442277,0.004853851,-0.25931206,7.4202843,31.222904,0.66456366,-0.00068556366,0.013557635,-0.028657299,0.9213619,21.07776,0.5698147,-0.047346003,0.08866297,-0.21803708,-1.1981894,10.786932,0.8039797,labs
model_0204,0.0013004239,0.0027407177,-0.21780594,2.1252208,23.460865,0.3468313,-0.0034827166,0.012650081,0.024486179,-0.11105752,20.369469,0.47030187,-0.024760883,0.033201326,-0.23712002,-1.376379,6.578941,0.39840817,vidējs
model_0205,9.871806e-05,0.0004972916,-0.03497821,-0.68754864,9.990513,0.1098562,0.0032991488,0.0017320642,0.08825244,-0.69430375,7.55731,0.15820152,-0.00093411637,0.013563305,0.062572084,-0.9787164,4.166791,0.30778766,vidējs
model_0206,0.08186177,0.14989257,2.8307467,27.769497,177.2821,6.2431536,-0.16298789,0.44541052,-3.7006612,15.434277,124.361145,6.238229,0.7359339,2.509374,0.7942438,1.1626258,62.49196,7.7228627,slikts
model_0207,-0.0022104983,0.0005071631,0.033144537,-0.723233,10.137569,0.08230861,0.0026520696,0.0014819413,0.0028143064,-0.9214716,6.985036,0.10306959,-0.0066772075,0.004072068,0.024843343,-1.1474231,2.295499,0.13316128,vidējs
model_0208,0.0012510308,0.0008886221,-0.44977155,3.7149782,13.366526,0.22326356,-0.0083205765,0.0048797796,0.0011222024,-0.32101393,12.734568,0.2330412,-0.022439396,0.032489818,-0.11282828,-1.5442877,6.498575,0.35529536,vidējs
model_0209,0.310079,0.5361598,2.312982,15.594318,356.24014,12.772203,-0.18343419,0.5195049,-3.7735863,13.587971,134.63179,6.488277,2.346861,7.255613,0.6270674,0.25229573,127.81671,13.050097,slikts
model_0210,0.007246513,0.0053797616,-3.952968,78.59102,33.01934,2.0371356,-0.015773863,0.0072848955,-1.1204352,7.3538046,15.711924,0.69343674,0.0021625825,0.011581303,-0.59510756,0.10835266,3.8509808,0.37392282,vidējs
model_0211,0.16200027,0.4498238,2.4593592,15.002634,309.109,6.331012,-0.09240046,0.2858981,-3.1986108,21.784128,98.224625,5.373118,0.70815337,2.601562,0.23496258,0.058633566,63.022972,6.4566903,slikts
model_0212,0.0013769744,0.0010017153,-0.12396776,1.2622356,14.192561,0.20852335,-0.013701223,0.0046627563,0.011172973,-0.3244574,12.6071615,0.25629106,-0.001942883,0.06347914,-0.35981974,-0.83855295,9.014329,0.73111725,vidējs
model_0213,0.0012825523,0.0009434363,-3.0609617,57.067173,13.772409,0.6519117,-0.0066501973,0.0015252578,-1.031781,13.389135,7.171386,0.3266282,5.5519863e-06,0.016808357,0.17741732,-0.9118862,4.6383944,0.3324291,vidējs
model_0214,0.011370654,0.011973563,-3.7415452,58.90766,49.2858,2.5699003,-0.036720317,0.015380309,-1.6508622,5.8457003,23.41294,0.88795954,0.0005790211,0.030008037,0.020489944,-0.23734283,6.1976385,0.56099653,labs
model_0215,-3.5484e-05,0.00042575676,0.0018670732,-1.202168,9.243989,0.035982236,-0.00037246646,0.0012974241,0.018407442,-1.1947756,6.520624,0.06278843,0.00048108934,0.002566186,-0.006775513,-1.1689231,1.8124608,0.0936153,slikts
model_0216,0.0025987627,0.0032715418,-0.6900293,6.770832,25.65086,0.59092486,-0.015679246,0.011969481,0.06911166,0.42620325,20.006788,0.49004063,-0.0002467731,0.18839398,-0.029834965,-1.110404,15.528824,1.064229,labs
model_0217,0.00012226158,0.000904634,0.0034755706,1.2312903,13.474668,0.2385585,-0.0009601889,0.0043236297,0.0039170017,-0.12201309,11.904071,0.32234758,0.00062162743,0.09863716,0.09825223,-0.6865933,11.236373,1.0257438,vidējs
model_0218,0.016321005,0.0038072157,5.484975,32.712227,28.593422,0.53124374,-0.074691504,0.036164008,-0.87271273,2.9876018,36.984173,1.3800012,0.2742874,0.17179625,0.3103759,1.0398746,17.781961,2.3766818,slikts
model_0219,-9.453514e-06,0.00042630802,-0.00060234615,-1.2018449,9.249958,0.035770528,-8.9499576e-05,0.001295711,0.0103708515,-1.1925999,6.5159893,0.06272095,-0.0013322057,0.0026324654,0.038941666,-1.2466098,1.8362536,0.09128752,slikts
model_0220,0.0027213602,0.0025968424,-0.5787413,4.4224315,22.862259,0.48282537,-0.02869273,0.0107382145,0.08011501,0.15281558,19.463987,0.42925882,0.0017304912,0.13353488,-0.15998562,-1.1979967,13.073961,0.8940682,labs
model_0221,-4.0715757e-05,0.0004252321,-1.4330347e-05,-1.2009298,9.2382965,0.035945352,-0.00035544665,0.0012989737,0.0072515253,-1.2007812,6.524486,0.062930174,0.0009618066,0.0025601555,-0.017333882,-1.1809582,1.8105754,0.09516401,slikts
model_0222,0.0002720363,0.0006077135,-0.021537788,-0.12046242,11.044697,0.13108811,-0.0020947435,0.002684879,-0.022687256,-0.5391474,9.387326,0.1852997,0.00032600202,0.038701456,-0.07872096,-0.6025696,7.038324,0.55006725,vidējs
model_0223,-2.9685929e-05,0.0005245865,-0.04891911,-0.50008106,10.260933,0.12918292,0.003278763,0.0018943435,0.05355023,-0.61386466,7.9010196,0.15884131,-0.0023376204,0.018027471,0.05079496,-0.79692316,4.8043895,0.33592376,labs
model_0224,0.0038611807,0.003662332,-2.6406295,27.04389,27.166828,0.9675806,-0.016244067,0.004912957,-0.85400367,2.3826985,13.024372,0.38339704,-0.0008876206,0.024608392,-0.076663494,-1.1398134,5.612464,0.39365345,labs
model_0225,0.0031338187,0.0074739074,-1.9264051,16.463669,38.755814,1.1129986,-0.03142711,0.009363797,-0.6449522,0.8049691,18.41729,0.43667078,-0.0016459344,0.022940837,-0.097277164,-0.83969307,5.419201,0.44334766,labs
